23112,5579dcd00db630d70386ad28, us 5537,Chicago,41.982048,-87.689313
23113,5579dcd00db630d70386ad29, 60618 US,Uptown,41.9688496,-87.6718749
23114,5579dcd00db630d70386ad2a, us 60622,Cook County,41.9164553,-87.6664134
23115,5579dcd00db630d70386ad2b, IL UNITED STATES,Chicago,41.982011,-87.689312
23116,5579dcd00db630d70386ad2c, North Halsted Street COOK COUNTY,United States of America,41.8911938,-87.6476267
23117,5579dcd00db630d70386ad2d, Edgewater US,60618,41.9799792,-87.6599724
23118,5579dcd00db630d70386ad2e, Loop US,60610,41.8899953,-87.6326368
23119,5579dcd00db630d70386ad2f, Edgewater 5943-5959,Cook County,41.9904259,-87.6599949554927
23120,5579dcd00db630d70386ad30, Chicago COOK COUNTY,West Chicago Avenue,41.8964353,-87.6457562
23121,5579dcd00db630d70386ad31, 6400 CAROLINE HEDGER APARTMENTS,us,41.99841335,-87.6612187819885
23122,5579dcd00db630d70386ad32, Edgewater US,60618,41.9799792,-87.6599724
23123,5579dcd00db630d70386ad33, Kenwood COOK COUNTY,South Cornell Drive,41.8073371,-87.5886278
23124,5579dcd00db630d70386ad34, 1200 US,United States,41.903636,-87.648094
23125,5579dcd00db630d70386ad35, us 60656,West Higgins Avenue,41.9817457,-87.8094181
23126,5579dcd00db630d70386ad36, United States of America ILLINOIS,Cook County,41.9394351,-87.6930231
23127,5579dcd00db630d70386ad37, IL UNITED STATES,W Kinzie St,41.889324,-87.628096
23128,5579dcd00db630d70386ad38, us CHICAGO,IL,41.88531,-87.62213
23129,5579dcd00db630d70386ad39, N Ravenswood Ave CHICAGO,IL,42.010826,-87.675318
23130,5579dcd00db630d70386ad3a, United States IL,Chicago,41.93925,-87.654005
23131,5579dcd00db630d70386ad3b, United States IL,Chicago,41.798844,-87.65491
23132,5579dcd00db630d70386ad3c, United States IL,Chicago,41.798955,-87.654913
23133,5579dcd00db630d70386ad3d, Montrose CHICAGO,Cook County,41.963033,-87.7469234
23134,5579dcd00db630d70386ad3e, E Delaware Pl CHICAGO,IL,41.899319,-87.621813
23135,5579dcd00db630d70386ad3f, 800 US,United States,41.903639,-87.649778
23136,5579dcd00db630d70386ad40, 1600 US,IL,41.881454,-87.666803
23137,5579dcd00db630d70386ad41, us CHICAGO,United States,41.88531,-87.62213
23138,5579dcd00db630d70386ad42, us 4558,Chicago,41.810332,-87.674691
23139,5579dcd00db630d70386ad43, Wicker Park 60696,us,41.899712,-87.6673928
23140,5579dcd00db630d70386ad44, us 3154,Chicago,41.939411,-87.654162
23141,5579dcd00db630d70386ad45, us 1600,W Madison St,41.881454,-87.666803
23142,5579dcd00db630d70386ad46, us 1600,W Madison St,41.881454,-87.666803
23143,5579dcd00db630d70386ad47, Wicker Park US,60696,41.899712,-87.6673928
23144,5579dcd00db630d70386ad48, United States IL,Chicago,41.922879,-87.639057
23145,5579dcd00db630d70386ad49, Chicago W TOUHY AVE,United States,42.012646,-87.678314
23146,5579dcd00db630d70386ad4a, Chicago WEST IRVING PARK ROAD,Cook County,41.9525633,-87.8455617
23147,5579dcd00db630d70386ad4b, Chicago N RICHMOND ST,United States,41.947771,-87.701657
23148,5579dcd00db630d70386ad4c, Cook County EAST SOLIDARITY DRIVE,United States of America,41.8661615,-87.6102213
23149,5579dcd00db630d70386ad4d, IL UNITED STATES,S Damen,41.810332,-87.674691
23150,5579dcd00db630d70386ad4e, 1600 US,United States,41.881454,-87.666803
23151,5579dcd00db630d70386ad4f, 60696 US,Chicago,41.8896618,-87.6203778
23152,5579dcd00db630d70386ad50, Cabrini-Green US,60696,41.9037716,-87.6390842
23153,5579dcd00db630d70386ad51, West Chicago UNITED STATES OF AMERICA,Illinois,41.9179186,-88.224281
23154,5579dcd00db630d70386ad52, IL UNITED STATES,Chicago,41.795983,-87.619332
23155,5579dcd00db630d70386ad53, IL UNITED STATES,Chicago,41.88459,-87.667035
23156,5579dcd00db630d70386ad54, Chicago UNITED STATES OF AMERICA,Near North Side,41.8964353,-87.6457562
23157,5579dcd00db630d70386ad55, 60618 US,Chicago,41.9283553,-87.6878273
23158,5579dcd00db630d70386ad56, Near West Side 60620,us,41.8761259,-87.666653
23159,5579dcd00db630d70386ad57, 6200 NORTH PARK,Congregation Adas B'nai Israel,41.9940319,-87.7145159849064
23160,5579dcd00db630d70386ad58, 1600 US,IL,41.881454,-87.666803
23161,5579dcd00db630d70386ad59, Magnificent Mile US,60696,41.8999093,-87.6297196
23162,5579dcd00db630d70386ad5a, 6300 US,IL,41.995951,-87.687379
23163,5579dcd00db630d70386ad5b, 2400 HAMLIN PARK,us,41.9253398,-87.6684484325834
23164,5579dcd00db630d70386ad5c, Cabrini-Green 60696,us,41.8964353,-87.6457562
23165,5579dcd00db630d70386ad5d, United States IL,W Addison St,41.947248,-87.653574
23166,5579dcd00db630d70386ad5e, Chicago COOK COUNTY,West Belmont Avenue,41.9394351,-87.6930231
23167,5579dcd00db630d70386ad5f, 3400 US,United States,41.94365,-87.654223
23168,5579dcd00db630d70386ad60, us 1600,W Irving Park Rd,41.95429,-87.669049
23169,5579dcd00db630d70386ad61, us 2298,Clark,41.922879,-87.639057
23170,5579dcd00db630d70386ad62, us 2298,Clark,41.922879,-87.639057
23171,5579dcd00db630d70386ad63, 60618 US,Chicago,41.9926137,-87.6699858
23172,5579dcd00db630d70386ad64, IL UNITED STATES,W Madison St,41.881454,-87.666803
23173,5579dcd00db630d70386ad65, us 2200,Chicago,41.92196,-87.638936
23174,5579dcd00db630d70386ad66, 4101 US,United States,41.820147,-87.623125
23175,5579dcd00db630d70386ad67, N Broadway St CHICAGO,United States,41.976323,-87.659865
23176,5579dcd00db630d70386ad68, us 704,Chicago,41.894909,-87.637203
23177,5579dcd00db630d70386ad69, United States IL,Chicago,41.996278,-87.675924
23178,5579dcd00db630d70386ad6a, W Irving Park Rd CHICAGO,United States,41.95429,-87.669049
23179,5579dcd00db630d70386ad6b, Chicago W THOME AVE,United States,41.995423,-87.677399
23180,5579dcd00db630d70386ad6c, Chicago W BELMONT AVE,IL,41.939225,-87.711665
23181,5579dcd00db630d70386ad6d, W Peterson Ave CHICAGO,IL,41.990551,-87.692872
23182,5579dcd00db630d70386ad6e, us 1920,W Thome Ave,41.995608,-87.676283
23183,5579dcd00db630d70386ad6f, us IL,United States,41.88531,-87.62213
23184,5579dcd00db630d70386ad70, us IL,United States,41.88531,-87.62213
23185,5579dcd00db630d70386ad71, 5544 US,United States,41.984478,-87.766278
23186,5579dcd00db630d70386ad72, us IL,United States,41.88531,-87.62213
23187,5579dcd00db630d70386ad73, Chicago COOK COUNTY,South Cicero Avenue,41.7927897,-87.741726
23188,5579dcd00db630d70386ad74, United States IL,W Thome Ave,41.995608,-87.676283
23189,5579dcd00db630d70386ad75, Magnificent Mile CHICAGO,West Delaware Place,41.8987343,-87.6305655
23190,5579dcd00db630d70386ad76, W Peterson Ave CHICAGO,United States,41.99055,-87.693449
23191,5579dcd00db630d70386ad77, Chicago W DEVON AVE,United States,41.997709,-87.686634
23192,5579dcd00db630d70386ad78, Chicago W DEVON AVE,IL,41.997714,-87.686359
23193,5579dcd00db630d70386ad79, Archer Limits SOUTH CICERO AVENUE,Cook County,41.7927897,-87.741726
23194,5579dcd00db630d70386ad7a, United States IL,Chicago,41.990557,-87.692355
23195,5579dcd00db630d70386ad7b, Cabrini-Green CHICAGO,Cook County,41.8964353,-87.6457562
23196,5579dcd00db630d70386ad7c, Cabrini-Green CHICAGO,Cook County,41.8939522,-87.6375299
23197,5579dcd00db630d70386ad7d, Magnificent Mile 60610,us,41.8987343,-87.6305655
23198,5579dcd00db630d70386ad7e, us 5609,Chicago,41.983312,-87.713679
23199,5579dcd00db630d70386ad7f, United States IL,Chicago,41.88531,-87.62213
23200,5579dcd00db630d70386ad80, Wicker Park 60696,us,41.899712,-87.6673928
23201,5579dcd00db630d70386ad81, United States IL,N Ridge Ave,41.995926,-87.675801
23202,5579dcd00db630d70386ad82, Chicago W SUNNYSIDE AVE,United States,41.9626,-87.736069
23203,5579dcd00db630d70386ad83, 2536 US,IL,41.990551,-87.693395
23204,5579dcd00db630d70386ad84, IL UNITED STATES,Chicago,41.981567,-87.713616
23205,5579dcd00db630d70386ad85, W Peterson Ave CHICAGO,United States,41.990553,-87.692678
23206,5579dcd00db630d70386ad86, Bricktown 60618,us,41.9394351,-87.6930231
23207,5579dcd00db630d70386ad87, us 3303,W Bryn Mawr Ave,41.982962,-87.711359
23208,5579dcd00db630d70386ad88, United States IL,N Kimball Ave,41.981305,-87.713609
23209,5579dcd00db630d70386ad89, us 1925,W Thome Ave,41.995421,-87.677442
23210,5579dcd00db630d70386ad8a, Chicago ILLINOIS,United States of America,41.9394351,-87.6930231
23211,5579dcd00db630d70386ad8b, Wrigleyville CHICAGO,Cook County,41.9325238,-87.6611299
23212,5579dcd00db630d70386ad8c, us 2424,Chicago,41.997786,-87.690912
23213,5579dcd00db630d70386ad8d, 2119 US,IL,41.994131,-87.682996
23214,5579dcd00db630d70386ad8e, United States of America ILLINOIS,Cook County,41.7927897,-87.741726
23215,5579dcd00db630d70386ad8f, Chicago N RIDGE AVE,United States,41.995926,-87.675801
23216,5579dcd00db630d70386ad90, Chicago ILLINOIS,United States of America,41.8633316,-87.6859471
23217,5579dcd00db630d70386ad91, 6325 US,IL,41.996278,-87.675924
23218,5579dcd00db630d70386ad92, Chicago W CATALPA AVE,United States,41.97925,-87.843799
23219,5579dcd00db630d70386ad93, N Talman Ave CHICAGO,IL,42.000373,-87.695976
23220,5579dcd00db630d70386ad94, United States of America ILLINOIS,Cook County,41.9926137,-87.6699858
23221,5579dcd00db630d70386ad95, IL UNITED STATES,Chicago,41.996102,-87.675862
23222,5579dcd00db630d70386ad96, Chicago NORTH WESTERN AVENUE,Cook County,41.9283553,-87.6878273
23223,5579dcd00db630d70386ad97, Cabrini-Green 60696,us,41.8962471,-87.6559258
23224,5579dcd00db630d70386ad98, Chicago CLARK,United States,41.922879,-87.639057
23225,5579dcd00db630d70386ad99, Cabrini-Green US,60610,41.8939522,-87.6375299
23226,5579dcd00db630d70386ad9a, Chicago NORTH SHERIDAN ROAD,Cook County,41.99841335,-87.6612187819885
23227,5579dcd00db630d70386ad9b, Chicago W HOWARD ST,IL,42.019402,-87.676306
23228,5579dcd00db630d70386ad9c, IL UNITED STATES,W Addison St,41.94654,-87.720322
23229,5579dcd00db630d70386ad9d, Cabrini-Green US,60696,41.8911938,-87.6476267
23231,5579dcd00db630d70386ad9f, Chicago S MICHIGAN,United States,41.820147,-87.623125
23232,5579dcd00db630d70386ada0, IL UNITED STATES,W Thome Ave,41.995608,-87.676283
23230,5579dcd00db630d70386ad9e, 60696 US,Chicago,41.8943857,-87.6344727890202
23233,5579dcd00db630d70386ada1, 6328 US,United States,41.996346,-87.676107
23234,5579dcd00db630d70386ada2, IL UNITED STATES,Chicago,41.997351,-87.787869
23235,5579dcd00db630d70386ada3, us 2514,Chicago,41.990554,-87.692613
23236,5579dcd00db630d70386ada4, us 5437,Chicago,41.97948,-87.773173
23237,5579dcd00db630d70386ada5, Streeterville CHICAGO,Cook County,41.8843558,-87.6204124
23238,5579dcd00db630d70386ada6, us 2417,Chicago,41.992267,-87.690326
23239,5579dcd00db630d70386ada7, us COOK COUNTY,Archer Limits,41.7927897,-87.741726
23240,5579dcd00db630d70386ada8, Chicago NEAR NORTH SIDE,United States of America,41.8911938,-87.6476267
23241,5579dcd00db630d70386ada9, us 5718,N Kimball Ave,41.985155,-87.713893
23242,5579dcd00db630d70386adaa, N Kedzie Ave CHICAGO,IL,41.983067,-87.708877
23243,5579dcd00db630d70386adab, 6301 US,United States,41.995548,-87.675708
23244,5579dcd00db630d70386adac, IL UNITED STATES,N Kimball Ave,41.981866,-87.713622
23245,5579dcd00db630d70386adad, 2546 US,IL,41.99055,-87.693591
23246,5579dcd00db630d70386adae, Chicago W GREGORY ST,United States,41.980055,-87.843953
23247,5579dcd00db630d70386adaf, us 5808,N Kimball Ave,41.986788,-87.713945
23248,5579dcd00db630d70386adb0, Chicago NORTH CLARK STREET,Cook County,41.9728206,-87.6677492162915
23249,5579dcd00db630d70386adb1, us 60659,Cook County,41.984239,-87.6979937
23250,5579dcd00db630d70386adb2, 5539 US,IL,41.981903,-87.713622
23251,5579dcd00db630d70386adb3, us 2542,W Peterson Ave,41.99055,-87.693475
23252,5579dcd00db630d70386adb4, us 2542,Chicago,41.99055,-87.693475
23253,5579dcd00db630d70386adb5, us 2538,W Peterson Ave,41.99055,-87.693422
23254,5579dcd00db630d70386adb6, 6400 US,IL,41.997771,-87.687445
23255,5579dcd00db630d70386adb7, us 4100,Chicago,41.820147,-87.623125
23256,5579dcd00db630d70386adb8, Chicago N RIDGE AVE,United States,41.983621,-87.660068
23257,5579dcd00db630d70386adb9, IL UNITED STATES,Chicago,41.991981,-87.678563
23258,5579dcd00db630d70386adba, United States IL,W Diversey Pkwy,41.932403,-87.668393
23259,5579dcd00db630d70386adbb, us 1200,N Halsted St,41.903636,-87.648094
23260,5579dcd00db630d70386adbc, United States IL,N Broadway St,41.976323,-87.659865
23261,5579dcd00db630d70386adbd, 2550 US,IL,41.981322,-87.693449
23262,5579dcd00db630d70386adbe, Chicago N KIMBALL AVE,IL,41.981604,-87.713617
23263,5579dcd00db630d70386adbf, S Damen CHICAGO,United States,41.810332,-87.674691
23264,5579dcd00db630d70386adc0, West 65th Street COOK COUNTY,United States of America,41.7739404,-87.7884378
23265,5579dcd00db630d70386adc1, 64 US,United States,41.894918,-87.630297
23266,5579dcd00db630d70386adc2, IL UNITED STATES,S Racine Ave,41.798955,-87.654913
23267,5579dcd00db630d70386adc3, us 60696,Cook County,41.87485085,-87.6417193762422
23268,5579dcd00db630d70386adc4, IL UNITED STATES,N Keeler Ave,41.915729,-87.73147
23269,5579dcd00db630d70386adc5, N Keeler Ave CHICAGO,United States,41.915729,-87.73147
23270,5579dcd00db630d70386adc6, us 4000,W Adams Blvd,41.877792,-87.764772
23271,5579dcd00db630d70386adc7, us 365,Chicago,41.900425,-87.637524
23272,5579dcd00db630d70386adc8, IL UNITED STATES,Chicago,41.953174,-87.773272
23273,5579dcd00db630d70386adc9, 421 US,United States,41.879255,-87.638284
23274,5579dcd00db630d70386adca, 3932 US,United States,41.952666,-87.72766
23275,5579dcd00db630d70386adcb, United States IL,Chicago,42.013711,-87.673071
23276,5579dcd00db630d70386adcc, Woodlawn BILLINGS,950,41.7884818,-87.6028403025981
23277,5579dcd00db630d70386adcd, 2331 US,United States,41.99775,-87.688662
23278,5579dcd00db630d70386adce, us 4100,Chicago,41.820147,-87.623125
23279,5579dcd00db630d70386adcf, Chicago CLARK,IL,41.92196,-87.638936
23280,5579dcd00db630d70386add0, Chicago COOK COUNTY,North Western Avenue,41.96145285,-87.6890395288649
23281,5579dcd00db630d70386add1, United States IL,Chicago,41.973745,-87.724545
23282,5579dcd00db630d70386add2, Wicker Park 60696,us,41.899712,-87.6673928
23284,5579dcd00db630d70386add4, Chicago ARCHER LIMITS,South Cicero Avenue,41.7927897,-87.741726
23285,5579dcd00db630d70386add5, us 60696,Chicago,41.8794946,-87.6261166
23286,5579dcd00db630d70386add6, IL UNITED STATES,Chicago,42.013913,-87.670285
23283,5579dcd00db630d70386add3, E Oak St CHICAGO,IL,41.900739,-87.628316
23287,5579dcd00db630d70386add7, United States IL,S Canal St,41.879003,-87.63951
23288,5579dcd00db630d70386add8, 237 US,United States,41.878848,-87.639507
23289,5579dcd00db630d70386add9, Chicago W KINZIE ST,United States,41.889262,-87.632503
23290,5579dcd00db630d70386adda, us 237,Chicago,41.878848,-87.639507
23291,5579dcd00db630d70386addb, 237 US,IL,41.878848,-87.639507
23292,5579dcd00db630d70386addc, 237 US,IL,41.878848,-87.639507
23293,5579dcd00db630d70386addd, 237 US,United States,41.878848,-87.639507
23294,5579dcd00db630d70386adde, 7074 US,IL,42.009769,-87.682208
23295,5579dcd00db630d70386addf, 7074 US,IL,42.009769,-87.682208
23296,5579dcd00db630d70386ade0, Avondale UNITED STATES OF AMERICA,Illinois,41.9427414,-87.7077262
23297,5579dcd00db630d70386ade1, us UNITED STATES,IL,41.88531,-87.62213
23298,5579dcd00db630d70386ade2, United States IL,Chicago,41.952146,-87.779296
23299,5579dcd00db630d70386ade3, W Oak St CHICAGO,IL,41.900504,-87.637322
23300,5579dcd00db630d70386ade4, United States IL,N Western Ave,41.993017,-87.689649
23301,5579dcd00db630d70386ade5, Wicker Park 1050,Cook County,41.90121035,-87.6677756105585
23302,5579dcd00db630d70386ade6, 60696 US,United States of America,41.90121035,-87.6677756105585
23303,5579dcd00db630d70386ade7, Cook County NORTH ASHLAND AVENUE,Near North Side,41.90121035,-87.6677756105585
23304,5579dcd00db630d70386ade8, us 3359,Chicago,41.939224,-87.71172
23305,5579dcd00db630d70386ade9, United States IL,Dr Martin L King Jr Dr,41.791171,-87.615888
23306,5579dcd00db630d70386adea, Cook County NORTH CICERO AVENUE,United States of America,41.963033,-87.7469234
23307,5579dcd00db630d70386adeb, us 3151,Chicago,41.938982,-87.644285
23308,5579dcd00db630d70386adec, 237 US,IL,41.878848,-87.639507
23309,5579dcd00db630d70386aded, Magnificent Mile CHICAGO,United States of America,41.8892381,-87.6289803
23310,5579dcd00db630d70386adee, Edgewater UNITED STATES OF AMERICA,Uptown,41.9799792,-87.6599724
23311,5579dcd00db630d70386adef, United States IL,N Clarendon Ave,41.964512,-87.649987
23312,5579dcd00db630d70386adf0, United States IL,W Bryn Mawr Ave,41.983752,-87.656813
23313,5579dcd00db630d70386adf1, Magnificent Mile COOK COUNTY,West Kinzie Street,41.8892381,-87.6289803
23314,5579dcd00db630d70386adf2, Loop US,60696,41.88705,-87.6278868
23315,5579dcd00db630d70386adf3, 6405 US,United States,41.997723,-87.694691
23316,5579dcd00db630d70386adf4, Chicago COOK COUNTY,East Erie Street,41.8941633,-87.6227395
23317,5579dcd00db630d70386adf5, 60611 US,Chicago,41.8992921,-87.618882
23318,5579dcd00db630d70386adf6, us 237,Chicago,41.878848,-87.639507
23319,5579dcd00db630d70386adf7, us 2299,Chicago,41.922879,-87.639057
23320,5579dcd00db630d70386adf8, Loop 60610,us,41.8899953,-87.6326368
23321,5579dcd00db630d70386adf9, 60618 US,Illinois,41.9974927,-87.6941508813184
23322,5579dcd00db630d70386adfa, us 6365,Chicago,41.997043,-87.694658
23323,5579dcd00db630d70386adfb, IL UNITED STATES,W Maypole Ave,41.884472,-87.749266
23324,5579dcd00db630d70386adfc, us 237,S Canal St,41.878848,-87.639507
23325,5579dcd00db630d70386adfd, United States IL,Chicago,41.9969,-87.691004
23327,5579dcd00db630d70386adff, United States IL,W Devon Ave,41.997624,-87.695987
23328,5579dcd00db630d70386ae00, us 4517,N Clarendon Ave,41.963957,-87.649896
23326,5579dcd00db630d70386adfe, Chicago UNITED STATES OF AMERICA,Near North Side,41.8916212,-87.6311213
23329,5579dcd00db630d70386ae01, Loop CHICAGO,Cook County,41.8883916,-87.6281153
23330,5579dcd00db630d70386ae02, Chicago UNITED STATES OF AMERICA,Norwood Park,41.9817457,-87.8094181
23331,5579dcd00db630d70386ae03, United States of America NEAR NORTH SIDE,Illinois,41.8768881,-87.6292501
23332,5579dcd00db630d70386ae04, N McClurg Ct CHICAGO,IL,41.894667,-87.617849
23333,5579dcd00db630d70386ae05, Edgewater Glen CHICAGO,United States of America,41.9926137,-87.6699858
23334,5579dcd00db630d70386ae06, Chicago COOK COUNTY,West Devon Avenue,41.9973114,-87.7729468
23335,5579dcd00db630d70386ae07, 7098 US,IL,42.009735,-87.783121
23336,5579dcd00db630d70386ae08, 237 US,United States,41.878848,-87.639507
23337,5579dcd00db630d70386ae09, 4549 US,United States,41.964512,-87.649987
23338,5579dcd00db630d70386ae0a, us 60696,Cook County,41.8517111,-87.6317496003205
23339,5579dcd00db630d70386ae0b, W Irving Park Rd CHICAGO,IL,41.95429,-87.669049
23340,5579dcd00db630d70386ae0c, Cabrini-Green UNITED STATES OF AMERICA,Near North Side,41.8964353,-87.6457562
23341,5579dcd00db630d70386ae0d, United States IL,W Addison St,41.94673,-87.688257
23342,5579dcd00db630d70386ae0e, N Sheridan Rd CHICAGO,IL,42.013402,-87.663671
23343,5579dcd00db630d70386ae0f, us 60615,South Cornell Drive,41.8073371,-87.5886278
23344,5579dcd00db630d70386ae10, Chicago UNITED STATES OF AMERICA,Norwood Park,41.9817457,-87.8094181
23345,5579dcd00db630d70386ae11, 1264 US,IL,42.012911,-87.662899
23346,5579dcd00db630d70386ae12, Chicago ILLINOIS,United States of America,41.9657501,-87.7129437255556
23347,5579dcd00db630d70386ae13, Chicago S CANAL ST,IL,41.878848,-87.639507
23348,5579dcd00db630d70386ae14, 237 US,United States,41.878848,-87.639507
23349,5579dcd00db630d70386ae15, Chicago N CLARENDON AVE,United States,41.964346,-87.650057
23350,5579dcd00db630d70386ae16, Chicago ILLINOIS,United States of America,41.7927897,-87.741726
23351,5579dcd00db630d70386ae17, 60696 US,Chicago,41.8915429,-87.637037
23352,5579dcd00db630d70386ae18, Woodlawn 539-541,Chicago,41.78194175,-87.6115805777858
23353,5579dcd00db630d70386ae19, N Clarendon Ave CHICAGO,United States,41.963667,-87.649965
23354,5579dcd00db630d70386ae1a, 60610 US,Chicago,41.8987343,-87.6305655
23355,5579dcd00db630d70386ae1b, us CHICAGO,Illinois,41.9525633,-87.8455617
23356,5579dcd00db630d70386ae1c, us 239,S Canal St,41.878822,-87.639506
23357,5579dcd00db630d70386ae1d, Kenwood CHICAGO,Illinois,41.8073371,-87.5886278
23358,5579dcd00db630d70386ae1e, Chicago S CANAL ST,United States,41.878848,-87.639507
23359,5579dcd00db630d70386ae1f, us COOK COUNTY,West Ogden Avenue,41.8639532,-87.6885036
23360,5579dcd00db630d70386ae20, 2066 US,IL,42.01402,-87.663948
23361,5579dcd00db630d70386ae21, IL UNITED STATES,S Dearborn St,41.875046,-87.629147
23362,5579dcd00db630d70386ae22, Granville Gardens 2300-2304,United States of America,41.99803005,-87.687682941238
23363,5579dcd00db630d70386ae23, us 5842,W Irving Park Rd,41.953174,-87.773272
23364,5579dcd00db630d70386ae24, 3137 US,IL,41.93869,-87.644352
23365,5579dcd00db630d70386ae25, 60651 US,Chicago,41.897232,-87.7212559
23366,5579dcd00db630d70386ae26, Chicago NORTH WESTERN AVENUE,Cook County,42.0053225,-87.6904583406757
23367,5579dcd00db630d70386ae27, Magnificent Mile CHICAGO,Cook County,41.8999725,-87.6262736
23368,5579dcd00db630d70386ae28, Magnificent Mile UNITED STATES OF AMERICA,Near North Side,41.8999725,-87.6262736
23369,5579dcd00db630d70386ae29, West Montrose Avenue COOK COUNTY,United States of America,41.9607839,-87.7428009
23371,5579dcd00db630d70386ae2b, United States IL,S Canal St,41.878848,-87.639507
23370,5579dcd00db630d70386ae2a, 119 US,IL,41.880256,-87.627652
23372,5579dcd00db630d70386ae2c, us 60696,Chicago,41.9056036,-87.6704612602795
23373,5579dcd00db630d70386ae2d, Magnificent Mile 60696,us,41.8999725,-87.6262736
23374,5579dcd00db630d70386ae2e, Edgewater Glen COOK COUNTY,North Clark Street,41.9926137,-87.6699858
23375,5579dcd00db630d70386ae2f, us 237,Chicago,41.878848,-87.639507
23376,5579dcd00db630d70386ae30, Chicago ILLINOIS,United States of America,41.9394351,-87.6930231
23377,5579dcd00db630d70386ae31, S Canal St CHICAGO,IL,41.879003,-87.63951
23378,5579dcd00db630d70386ae32, us 237,Chicago,41.878848,-87.639507
23379,5579dcd00db630d70386ae33, IL UNITED STATES,Chicago,41.887837,-87.620607
23380,5579dcd00db630d70386ae34, Chicago E WACKER DR,United States,41.887837,-87.620607
23381,5579dcd00db630d70386ae35, Magnificent Mile UNITED STATES OF AMERICA,Illinois,41.8999725,-87.6262736
23382,5579dcd00db630d70386ae36, United States IL,S Canal St,41.878848,-87.639507
23383,5579dcd00db630d70386ae37, 875 JOHN HANCOCK CENTER,Magnificent Mile,41.89891075,-87.623080945535
23384,5579dcd00db630d70386ae38, 1547 US,United States,42.015929,-87.669563
23385,5579dcd00db630d70386ae39, Chicago ILLINOIS,United States of America,41.8896618,-87.6203778
23386,5579dcd00db630d70386ae3a, Printer's Row 500,Cook County,41.8675361,-87.63970272139
23387,5579dcd00db630d70386ae3b, us 60611,Cook County,41.8941633,-87.6227395
23388,5579dcd00db630d70386ae3c, Chicago UNITED STATES OF AMERICA,Near North Side,41.8964353,-87.6457562
23389,5579dcd00db630d70386ae3d, 6120 US,IL,41.993155,-87.709139
23390,5579dcd00db630d70386ae3e, S Canal St CHICAGO,United States,41.878848,-87.639507
23391,5579dcd00db630d70386ae3f, 237 US,United States,41.878848,-87.639507
23392,5579dcd00db630d70386ae40, 60625 US,United States of America,41.9427414,-87.7077262
23393,5579dcd00db630d70386ae41, 174 US,IL,41.885212,-87.628002
23394,5579dcd00db630d70386ae42, Chicago COOK COUNTY,West Wilson Avenue,41.9653312,-87.6624074
23395,5579dcd00db630d70386ae43, Kenwood CHICAGO,Illinois,41.8073371,-87.5886278
23396,5579dcd00db630d70386ae44, IL UNITED STATES,Chicago,41.898615,-87.626985
23397,5579dcd00db630d70386ae45, Illinois UNITED STATES OF AMERICA,DuPage County,41.9179186,-88.224281
23398,5579dcd00db630d70386ae46, IL UNITED STATES,Chicago,41.918599,-87.698821
23399,5579dcd00db630d70386ae47, 3724 ALBANY PARK,us,41.96136475,-87.7215254728916
23400,5579dcd00db630d70386ae48, S Canal St CHICAGO,IL,41.878848,-87.639507
23401,5579dcd00db630d70386ae49, Lincoln Park NEAR NORTH SIDE,United States of America,41.9254294,-87.6498133
23402,5579dcd00db630d70386ae4a, S Canal St CHICAGO,IL,41.879003,-87.63951
23403,5579dcd00db630d70386ae4b, 60611 US,Illinois,41.8941633,-87.6227395
23405,5579dcd00db630d70386ae4d, N Stetson Ave CHICAGO,United States,41.886777,-87.622251
23406,5579dcd00db630d70386ae4e, us 675,Chicago,41.894457,-87.622665
23407,5579dcd00db630d70386ae4f, S Canal St CHICAGO,IL,41.878848,-87.639507
23408,5579dcd00db630d70386ae50, IL UNITED STATES,Chicago,42.004845,-87.660936
23409,5579dcd00db630d70386ae51, United States IL,S Canal St,41.878848,-87.639507
23404,5579dcd00db630d70386ae4c, us 19,W Chestnut St,41.897925,-87.628872
23410,5579dcd00db630d70386ae52, 3241 US,United States,41.940769,-87.655269
23411,5579dcd00db630d70386ae53, 225 US,IL,41.879003,-87.63951
23412,5579dcd00db630d70386ae54, us 4941,W Lawrence Ave,41.967903,-87.751555
23413,5579dcd00db630d70386ae55, Chicago ILLINOIS,United States of America,41.89891075,-87.623080945535
23414,5579dcd00db630d70386ae56, Cabrini-Green US,60696,41.8964353,-87.6457562
23415,5579dcd00db630d70386ae57, IL UNITED STATES,Chicago,41.965979,-87.713288
23416,5579dcd00db630d70386ae58, 60696 US,Near North Side,41.9196613,-87.6489089651376
23417,5579dcd00db630d70386ae59, Chicago N ST CLAIR ST,United States,41.894457,-87.622665
23418,5579dcd00db630d70386ae5a, us 6101,Chicago,41.992986,-87.70921
23419,5579dcd00db630d70386ae5b, United States IL,S Canal St,41.878848,-87.639507
23420,5579dcd00db630d70386ae5c, IL UNITED STATES,S Canal St,41.878848,-87.639507
23421,5579dcd00db630d70386ae5d, United States IL,Chicago,41.994906,-87.689861
23422,5579dcd00db630d70386ae5e, Chicago S CANAL ST,IL,41.878848,-87.639507
23423,5579dcd00db630d70386ae5f, W Lawrence Ave CHICAGO,United States,41.968061,-87.750937
23424,5579dcd00db630d70386ae60, Cook County EAST DELAWARE PLACE,United States of America,41.89878775,-87.6278614728018
23425,5579dcd00db630d70386ae61, United States IL,Chicago,41.993068,-87.677061
